state,year,vehicle_segment,ice_vehicle_registrations,ev_vehicle_registrations,charging_stations,avg_ev_subsidy_rs,fuel_price_rs_per_litre,avg_income_index
Telangana,2023,3W,140167,9295,327,50000,96.43,0.69
Maharashtra,2016,2W,90835,17941,770,75000,101.27,1.33
Chhattisgarh,2023,3W,93894,16363,505,100000,107.67,0.71
Odisha,2024,2W,55519,3704,33,50000,109.86,0.99
Karnataka,2021,2W,3845,465,702,75000,93.72,0.93
West Bengal,2021,3W,25295,1246,379,50000,97.86,0.83
Delhi,2018,2W,78223,29154,727,50000,96.28,1.28
Kerala,2020,2W,110315,19976,829,100000,113.19,1.28
Jharkhand,2020,2W,104850,17767,656,25000,98.91,1.38
Rajasthan,2019,4W,153886,21943,183,75000,103.44,1.05
Assam,2022,2W,82496,30365,689,100000,106.44,1.36
Madhya Pradesh,2021,3W,67074,15680,89,0,107.85,0.88
Tamil Nadu,2023,2W,130794,38127,1165,25000,94.18,1.18
Odisha,2019,2W,97321,8948,96,100000,98.33,0.97
Kerala,2020,2W,112428,21230,107,25000,102.2,1.19
Chhattisgarh,2022,2W,74304,3727,35,25000,104.07,0.79
Karnataka,2021,4W,66983,7696,371,0,104.59,0.68
Assam,2024,2W,75792,585,273,0,105.76,1.35
Telangana,2017,2W,100570,36711,482,50000,93.07,0.59
Maharashtra,2022,4W,80643,9964,366,0,103.3,0.61
Jharkhand,2023,4W,90651,17321,519,75000,109.7,0.55
Gujarat,2020,3W,107785,16485,377,25000,114.93,1.38
Assam,2020,2W,52190,0,938,25000,98.53,0.65
Haryana,2022,4W,59028,7210,991,50000,91.92,1.29
Chhattisgarh,2016,3W,70155,28997,519,50000,106.21,1.37
Karnataka,2023,2W,141710,43616,836,50000,105.35,1.03
West Bengal,2023,3W,65048,3285,297,100000,100.15,1.26
Maharashtra,2021,3W,132568,0,438,25000,98.51,0.67
Telangana,2016,3W,48367,0,1064,100000,101.34,1.3
Assam,2016,2W,59489,2196,652,75000,96.93,0.58
Maharashtra,2018,4W,84347,5801,13,100000,96.98,1.24
Telangana,2020,2W,78461,12977,951,0,93.02,1.43
Madhya Pradesh,2017,3W,77307,12261,516,100000,97.1,0.78
Gujarat,2021,4W,59529,11121,727,50000,98.14,1.37
Maharashtra,2023,2W,112799,20386,521,50000,97.28,0.89
Gujarat,2016,2W,20180,4292,528,0,105.0,0.65
Bihar,2023,3W,37295,1701,286,50000,99.78,1.26
Assam,2022,3W,96204,27153,514,50000,91.17,0.79
Haryana,2017,4W,87084,12506,440,50000,95.63,1.23
Tamil Nadu,2024,3W,93179,12212,1000,50000,113.67,0.7
Chhattisgarh,2018,2W,85315,15243,850,0,93.33,0.63
Chhattisgarh,2024,4W,64962,9523,745,25000,100.64,1.04
Punjab,2024,3W,57899,2904,462,100000,105.29,1.43
Telangana,2017,4W,52319,12500,785,75000,97.7,1.39
Uttar Pradesh,2019,4W,83128,8638,90,25000,114.81,0.79
Uttar Pradesh,2022,2W,108613,15378,49,50000,98.08,1.42
Assam,2022,4W,18205,229,289,100000,108.92,1.27
Telangana,2018,3W,86315,18150,489,75000,104.48,1.2
Jharkhand,2020,4W,86663,17909,380,25000,108.21,1.46
Delhi,2023,2W,78282,0,383,0,102.98,1.23
West Bengal,2022,2W,83202,20788,607,100000,93.45,1.01
Rajasthan,2017,3W,56405,9496,248,0,97.95,1.33
Chhattisgarh,2017,3W,55258,7665,609,100000,104.8,0.54
Chhattisgarh,2018,3W,43780,12426,258,25000,96.7,1.37
West Bengal,2021,3W,65161,5335,390,100000,108.06,0.93
Kerala,2022,4W,98624,20946,559,100000,111.12,0.57
Maharashtra,2022,2W,75018,20178,900,25000,113.76,0.59
Gujarat,2023,4W,45158,3604,690,25000,99.5,1.37
Madhya Pradesh,2023,2W,57726,9112,943,75000,103.22,0.67
Chhattisgarh,2016,2W,81231,18542,469,25000,106.46,1.23
Madhya Pradesh,2023,4W,78147,12059,52,100000,93.48,0.7
Karnataka,2016,4W,116306,11050,637,75000,97.81,0.78
Punjab,2020,4W,78424,6850,600,100000,104.84,1.22
Bihar,2016,4W,62303,13587,318,100000,102.0,1.11
Telangana,2023,3W,58585,12928,558,100000,103.7,1.11
Punjab,2020,2W,55448,8339,1220,75000,102.34,1.42
Odisha,2023,3W,148443,32048,684,50000,90.61,1.06
Rajasthan,2024,2W,68409,20110,17,100000,99.0,1.22
Assam,2016,3W,78262,9428,343,25000,91.32,1.0
Bihar,2024,2W,100693,16654,291,50000,96.25,0.91
Tamil Nadu,2021,3W,66490,13259,511,100000,112.62,1.47
Karnataka,2024,4W,134451,55297,360,50000,108.65,0.82
Haryana,2024,4W,90056,23737,619,75000,113.34,0.81
Uttar Pradesh,2022,4W,74169,9559,865,25000,106.36,0.83
Chhattisgarh,2020,4W,23797,3914,400,100000,100.99,0.89
Bihar,2022,2W,34509,5334,319,100000,91.82,1.3
Maharashtra,2018,2W,48771,13910,130,75000,96.63,0.81
West Bengal,2017,2W,100373,8995,685,25000,104.07,0.7
West Bengal,2017,2W,51177,3680,620,0,108.03,0.72
Maharashtra,2021,4W,145204,17239,357,0,97.64,1.25
Assam,2024,2W,45376,8894,978,25000,99.72,0.75
Assam,2024,4W,102499,25415,974,75000,91.95,1.17
Delhi,2024,2W,129380,18441,318,0,103.58,0.98
Jharkhand,2016,3W,56752,16577,303,75000,104.12,1.21
Karnataka,2017,2W,94223,7369,345,75000,95.86,0.53
Gujarat,2019,3W,78727,0,353,25000,114.69,1.37
Assam,2018,3W,80134,22513,315,100000,104.02,0.89
Madhya Pradesh,2019,3W,104364,6258,539,100000,107.95,1.42
Odisha,2020,4W,76796,1985,233,75000,113.02,1.39
Karnataka,2019,4W,109892,9919,469,50000,105.47,0.79
Karnataka,2022,3W,40415,9764,181,50000,90.94,1.01
Bihar,2024,4W,110435,34239,479,75000,111.64,0.85
Chhattisgarh,2019,2W,35586,0,847,50000,103.05,1.41
Haryana,2023,2W,54910,1845,682,75000,94.12,0.87
Bihar,2019,4W,48461,0,620,0,90.33,0.91
Uttar Pradesh,2019,2W,51937,2900,43,50000,102.45,1.1
Punjab,2021,4W,134701,35896,403,0,114.03,1.45
Punjab,2023,4W,85428,14111,1053,0,96.27,1.26
Haryana,2018,4W,90548,20865,147,0,98.94,1.22
Chhattisgarh,2023,4W,94824,7402,848,100000,91.9,1.32
Madhya Pradesh,2024,3W,69372,3593,764,50000,111.56,1.03
Telangana,2016,3W,97305,26229,475,50000,104.08,1.08
Chhattisgarh,2024,2W,20471,961,176,0,98.59,1.49
Tamil Nadu,2020,2W,70258,2028,255,50000,98.85,1.09
Jharkhand,2016,4W,83892,13621,475,0,101.46,0.89
Gujarat,2019,4W,83923,25537,140,50000,100.05,1.12
Karnataka,2019,3W,34188,1874,838,100000,105.03,1.47
Bihar,2017,3W,63616,9195,882,75000,96.06,1.17
Assam,2017,4W,71732,23265,595,0,96.35,1.44
Bihar,2023,4W,34764,218,767,75000,95.39,1.22
Assam,2016,2W,102428,31746,937,25000,99.0,1.44
Kerala,2020,3W,128128,14062,494,75000,98.71,0.63
Chhattisgarh,2020,3W,118253,0,37,75000,97.78,0.97
Jharkhand,2020,2W,104915,15093,438,25000,93.11,0.52
Odisha,2022,3W,67067,14658,100,0,91.17,1.24
Tamil Nadu,2022,2W,80389,10362,511,25000,100.91,0.79
Punjab,2023,2W,80593,16450,1053,75000,109.94,1.11
Chhattisgarh,2019,2W,104178,12461,966,50000,99.28,1.32
Jharkhand,2021,3W,137718,26812,1157,25000,94.46,0.76
Gujarat,2023,2W,89095,10194,328,0,102.31,1.33
Chhattisgarh,2022,4W,31579,5409,537,25000,100.5,1.48
Karnataka,2018,4W,65941,14070,672,0,90.31,1.28
Punjab,2024,3W,90947,1829,1135,50000,93.34,0.96
Uttar Pradesh,2019,2W,33320,6318,541,25000,109.43,0.97
Kerala,2017,3W,113254,13283,741,50000,113.7,0.73
Tamil Nadu,2024,3W,126940,33021,459,50000,103.79,0.75
Assam,2019,4W,100058,7308,506,75000,105.12,1.08
West Bengal,2016,3W,77513,20736,474,25000,106.48,1.28
Kerala,2020,3W,77753,27931,278,75000,99.17,1.39
Telangana,2022,2W,98117,20203,783,0,112.84,1.21
Haryana,2021,4W,83162,19106,431,50000,111.3,1.01
Tamil Nadu,2023,3W,70646,0,227,100000,102.9,1.13
Delhi,2022,2W,67788,15556,264,75000,111.23,0.51
Maharashtra,2021,2W,16916,3137,280,25000,114.1,1.14
Uttar Pradesh,2017,4W,84263,0,507,0,99.34,0.88
West Bengal,2024,2W,93338,4022,724,50000,103.99,0.86
Delhi,2019,3W,91761,11401,55,50000,113.29,0.7
Jharkhand,2022,4W,56105,12802,877,0,113.01,1.33
Telangana,2024,2W,49059,12960,705,75000,90.58,1.29
Bihar,2020,2W,79794,6081,325,25000,95.81,0.56
Gujarat,2024,3W,134687,22606,898,50000,111.12,0.73
Madhya Pradesh,2019,2W,87246,31913,306,25000,114.46,1.18
Odisha,2021,4W,107416,18158,65,0,109.52,0.63
West Bengal,2018,2W,35843,8524,28,100000,100.5,1.44
Rajasthan,2022,3W,80099,16729,1023,75000,101.43,0.69
Bihar,2017,4W,89109,20959,765,75000,96.12,1.33
Odisha,2022,3W,38965,8141,135,0,96.63,1.35
Maharashtra,2018,3W,100790,13984,559,75000,113.2,0.74
Madhya Pradesh,2020,2W,61555,728,488,0,99.14,1.23
Gujarat,2018,2W,81950,21048,155,25000,100.8,0.7
Telangana,2024,2W,51772,731,1083,0,101.49,1.09
Rajasthan,2023,3W,66450,0,887,100000,113.35,1.46
Madhya Pradesh,2022,3W,58200,9538,93,50000,102.08,0.69
Maharashtra,2017,3W,78856,8091,569,75000,113.83,0.7
Tamil Nadu,2021,2W,98770,17196,635,50000,114.28,0.69
Telangana,2022,2W,76729,8169,641,50000,95.66,0.58
Kerala,2016,4W,91932,4291,928,25000,98.3,1.47
Rajasthan,2019,3W,72519,15611,601,0,109.89,0.99
Bihar,2020,3W,16100,4415,776,50000,108.22,1.2
Odisha,2020,2W,24925,5138,32,75000,93.72,0.62
Karnataka,2017,4W,100479,25192,328,75000,112.87,0.63
Madhya Pradesh,2023,2W,93234,10692,765,75000,92.64,0.79
Rajasthan,2017,4W,78821,1248,458,100000,105.3,1.39
Haryana,2022,4W,90862,612,905,50000,114.77,0.69
Haryana,2018,4W,123084,19848,274,25000,96.85,1.47
Jharkhand,2023,3W,64051,8304,583,50000,92.93,0.86
Tamil Nadu,2020,4W,110690,19451,184,0,91.85,1.1
Maharashtra,2019,4W,88739,23915,540,50000,98.07,0.54
Maharashtra,2018,4W,93317,13323,475,50000,99.12,0.85
Punjab,2017,4W,111978,25496,1224,25000,106.42,1.07
Telangana,2020,4W,66968,5778,636,50000,101.21,0.68
Assam,2022,3W,108609,15997,296,25000,110.55,0.79
Uttar Pradesh,2024,4W,94090,21626,601,25000,93.79,1.15
Maharashtra,2020,3W,53802,6393,189,25000,104.16,0.55
Madhya Pradesh,2017,3W,66275,4088,841,50000,94.68,0.85
Telangana,2022,4W,76412,0,433,0,105.64,0.76
Haryana,2023,3W,80884,24737,566,100000,104.23,0.84
Rajasthan,2018,3W,58200,1170,377,0,104.44,1.21
Delhi,2020,4W,91695,22413,772,100000,114.64,0.76
Bihar,2024,4W,127428,11440,386,75000,102.14,0.6
Punjab,2019,2W,76033,0,303,25000,111.63,1.38
Maharashtra,2020,2W,123173,21483,714,100000,95.04,0.59
Punjab,2020,2W,76383,0,461,75000,106.58,0.74
Jharkhand,2022,3W,111250,0,506,0,113.78,0.56
Chhattisgarh,2019,2W,96335,11443,1241,100000,106.29,0.57
Haryana,2024,2W,65204,4857,67,0,107.05,0.74
Delhi,2024,3W,70851,22686,367,25000,95.1,1.33
Tamil Nadu,2020,2W,101315,6293,19,100000,109.84,1.14
Tamil Nadu,2021,2W,32302,3648,299,0,113.21,0.65
Telangana,2019,3W,96541,11308,896,75000,94.65,0.9
Assam,2022,2W,65935,7525,657,0,92.65,1.47
Maharashtra,2023,4W,68794,13346,262,0,92.68,0.85
Assam,2023,2W,54600,15150,285,0,91.66,0.62
West Bengal,2024,3W,69571,17703,725,75000,104.2,1.23
Kerala,2018,3W,61988,22050,674,75000,114.3,1.15
Karnataka,2022,4W,75359,9519,87,100000,102.41,1.26
Maharashtra,2018,3W,85504,30594,295,100000,106.41,0.61
Rajasthan,2019,4W,99664,16957,737,0,99.05,1.29
Haryana,2020,2W,122500,36596,425,25000,96.46,0.61
Maharashtra,2022,2W,79802,2366,733,0,101.25,0.85
Uttar Pradesh,2019,2W,78615,22010,336,25000,93.31,1.39
Chhattisgarh,2022,3W,92835,13173,783,50000,111.75,1.17
Maharashtra,2021,2W,63480,3084,610,25000,114.63,1.05
Kerala,2017,2W,65368,17923,735,50000,95.61,0.84
Gujarat,2016,3W,131221,0,364,75000,101.77,1.25
Jharkhand,2016,2W,99357,15175,237,50000,93.61,1.04
Tamil Nadu,2020,3W,57491,13015,369,100000,94.77,0.97
Gujarat,2016,2W,107517,28689,105,75000,98.94,0.57
Odisha,2019,2W,110174,10725,221,100000,107.01,0.51
Gujarat,2018,2W,84880,10915,359,25000,113.95,1.49
Telangana,2016,2W,86494,2563,16,50000,113.12,1.25
Madhya Pradesh,2018,2W,144161,10350,769,25000,100.86,0.99
Karnataka,2021,3W,62988,7675,448,25000,95.09,0.74
Maharashtra,2017,4W,74029,8898,10,100000,102.74,0.81
Karnataka,2017,2W,83442,19854,423,25000,100.83,0.85
Telangana,2024,3W,44191,8495,932,25000,93.87,1.02
Madhya Pradesh,2017,2W,53602,3491,378,25000,101.27,1.34
Uttar Pradesh,2021,2W,113626,19124,260,100000,104.46,0.93
West Bengal,2017,2W,10325,0,1038,25000,106.7,0.72
Madhya Pradesh,2020,3W,80498,18297,100,75000,110.71,0.8
Kerala,2021,2W,55492,9889,927,25000,109.76,0.62
Kerala,2018,4W,8225,0,341,75000,97.8,1.28
Kerala,2020,4W,35470,9331,633,75000,112.03,0.96
Odisha,2016,2W,77934,13985,693,50000,111.44,1.39
Chhattisgarh,2022,3W,59223,0,686,25000,112.33,0.9
Telangana,2018,4W,113027,13165,472,0,101.57,1.22
Haryana,2019,3W,69482,0,707,75000,91.51,1.21
Jharkhand,2019,3W,58704,6188,464,100000,111.34,0.99
Assam,2021,2W,125606,27014,881,100000,109.06,1.09
Jharkhand,2019,3W,105624,2022,294,75000,112.57,1.47
Tamil Nadu,2021,4W,55372,6636,705,25000,94.32,1.28
West Bengal,2022,3W,46546,5366,560,50000,100.38,1.2
Tamil Nadu,2020,3W,77597,3272,283,75000,112.7,1.23
Uttar Pradesh,2021,2W,47379,10362,273,100000,91.21,1.32
Karnataka,2022,3W,95238,15362,482,50000,111.99,1.31
Delhi,2020,3W,42757,6848,620,50000,96.41,0.53
Madhya Pradesh,2019,3W,100837,4053,434,100000,111.89,0.89
Haryana,2018,3W,95473,15181,86,75000,101.06,1.41
Telangana,2022,3W,26908,3357,119,50000,95.97,0.56
Madhya Pradesh,2021,2W,102593,15021,222,100000,107.45,1.35
Odisha,2018,4W,72927,1855,247,100000,97.6,1.09
Assam,2021,4W,54276,7885,424,25000,94.67,1.47
Gujarat,2020,2W,111066,19244,660,75000,100.37,0.68
Jharkhand,2018,3W,64239,14628,732,0,114.9,1.28
Punjab,2023,2W,67082,4288,182,25000,109.7,1.03
Bihar,2022,2W,75901,12321,684,100000,103.07,0.57
Madhya Pradesh,2021,3W,84202,11447,493,25000,110.25,1.13
Kerala,2022,4W,83786,0,834,50000,103.54,0.77
Chhattisgarh,2022,2W,150668,21959,554,100000,107.66,1.38
Maharashtra,2022,2W,70692,5824,465,75000,101.54,0.64
Assam,2018,3W,67418,11033,287,100000,90.08,1.46
Jharkhand,2019,4W,73567,11099,523,100000,95.97,1.41
Assam,2017,3W,56399,8922,446,0,98.2,1.14
Haryana,2019,4W,110739,23445,745,100000,105.39,0.73
Tamil Nadu,2017,3W,106878,5882,429,100000,94.68,1.18
Rajasthan,2023,2W,85589,22741,108,0,105.37,1.28
Madhya Pradesh,2016,3W,61346,14504,185,25000,111.05,1.35
Jharkhand,2018,3W,83448,5509,351,0,91.75,1.07
Jharkhand,2018,2W,88143,7808,800,0,111.91,0.88
Telangana,2024,4W,126880,16338,219,75000,104.85,0.53
Jharkhand,2024,4W,26391,5609,525,0,104.7,1.45
Assam,2018,3W,110016,12587,956,50000,101.92,1.15
Rajasthan,2017,2W,111268,8826,323,0,95.48,1.18
Kerala,2022,2W,68412,20865,781,100000,98.05,1.4
Kerala,2023,3W,104884,0,632,25000,103.54,0.81
Punjab,2020,2W,84803,17731,56,100000,105.13,0.94
Uttar Pradesh,2022,4W,74409,18420,838,50000,110.26,1.43
Haryana,2022,2W,91818,23112,133,25000,92.47,1.47
Delhi,2023,2W,73084,0,23,100000,103.19,0.55
Kerala,2016,2W,63619,9411,540,75000,113.18,1.22
Telangana,2024,4W,51228,3971,488,0,107.42,0.8
Delhi,2018,4W,79359,17655,242,75000,106.98,0.98
West Bengal,2020,4W,84817,16078,317,75000,97.61,1.47
Tamil Nadu,2022,3W,70606,21261,533,0,103.84,0.5
Odisha,2024,2W,156361,24076,250,25000,96.85,1.12
Punjab,2019,4W,60339,11769,282,0,100.57,0.85
Karnataka,2017,3W,80826,23400,773,0,99.21,1.36
Uttar Pradesh,2021,4W,71189,238,506,0,105.32,0.79
Delhi,2022,4W,104176,6459,543,25000,96.75,1.16
Telangana,2016,2W,84081,17652,104,25000,112.18,0.54
Madhya Pradesh,2019,3W,103315,26476,299,50000,105.35,0.84
Rajasthan,2023,4W,116573,34254,603,75000,112.74,0.74
Jharkhand,2019,4W,61887,25526,324,50000,107.72,0.9
Assam,2017,3W,119522,41980,615,0,93.17,1.11
Assam,2020,2W,47729,8581,937,0,90.42,0.65
Tamil Nadu,2022,3W,63553,23565,316,100000,111.16,1.34
Rajasthan,2016,2W,76953,0,314,50000,113.64,0.93
Assam,2017,2W,85989,19406,427,75000,92.96,0.54
Maharashtra,2020,4W,51127,15585,93,100000,108.49,0.73
Tamil Nadu,2016,2W,62140,17504,447,50000,112.88,1.22
Uttar Pradesh,2016,2W,134120,0,723,100000,112.21,1.43
Assam,2022,3W,91295,10308,597,0,108.69,1.31
West Bengal,2024,2W,144755,23558,508,0,101.83,1.46
Karnataka,2019,3W,74561,11282,505,25000,91.42,0.9
Delhi,2019,3W,92543,11243,684,100000,110.87,1.47
Punjab,2020,4W,83323,9277,969,50000,113.67,0.93
Gujarat,2016,2W,59000,0,329,50000,112.46,0.55
Rajasthan,2017,3W,15876,2005,940,0,99.41,0.95
Jharkhand,2017,3W,125007,12808,495,100000,110.82,1.23
Delhi,2019,4W,103648,24879,23,75000,106.67,0.52
Karnataka,2017,3W,37569,10035,265,75000,100.04,0.69
Delhi,2017,3W,59820,6883,218,0,105.17,0.65
Rajasthan,2018,4W,55769,4984,155,0,98.12,1.33
Kerala,2016,2W,138146,8301,503,50000,97.39,1.47
Bihar,2016,2W,79503,1781,265,100000,103.23,0.73
Assam,2017,3W,64217,10776,208,0,113.31,0.64
Delhi,2018,4W,63962,20871,732,75000,101.41,1.08
Kerala,2021,2W,66432,4565,466,75000,104.87,0.92
Tamil Nadu,2019,3W,85494,6070,634,75000,94.28,0.92
Chhattisgarh,2021,3W,84381,538,1156,75000,105.51,0.9
Kerala,2022,2W,54657,12516,639,100000,91.24,0.7
Tamil Nadu,2019,4W,99962,22311,16,0,110.25,0.56
Karnataka,2023,3W,59709,787,556,100000,101.95,0.82
Delhi,2022,2W,40299,0,577,100000,98.58,0.77
Kerala,2018,2W,11587,3650,61,25000,100.51,0.83
Delhi,2021,3W,69079,22463,589,0,101.98,0.56
Tamil Nadu,2019,2W,63183,8893,723,50000,92.25,1.45
Rajasthan,2021,2W,70067,12051,570,75000,111.59,0.58
Odisha,2018,3W,70215,5364,342,0,96.11,1.18
Odisha,2024,3W,100975,12510,274,50000,97.39,1.35
Punjab,2018,3W,146027,25085,854,25000,113.87,1.01
Jharkhand,2020,2W,49561,2313,506,0,99.76,1.35
Gujarat,2021,3W,54447,17983,148,75000,95.44,0.79
Tamil Nadu,2023,4W,84676,18981,438,100000,99.19,1.02
Telangana,2024,4W,95093,7411,63,50000,113.68,1.39
Odisha,2022,4W,136542,28687,568,50000,104.12,1.33
Chhattisgarh,2019,2W,56041,7425,296,0,98.44,0.79
Haryana,2017,4W,64989,15562,599,50000,94.41,0.84
Odisha,2023,3W,67838,0,537,75000,113.32,1.43
Rajasthan,2021,3W,108364,41904,169,100000,95.76,1.49
Kerala,2018,2W,107114,8491,161,75000,92.6,1.06
Tamil Nadu,2023,2W,46133,4120,367,75000,95.67,0.75
West Bengal,2018,4W,7125,1130,520,50000,109.69,1.07
West Bengal,2021,2W,56079,8544,899,50000,103.04,1.02
West Bengal,2016,3W,44352,1405,366,0,104.72,1.22
Karnataka,2017,3W,83861,2488,316,50000,95.33,0.58
Delhi,2019,2W,78739,85,504,75000,99.98,0.82
Chhattisgarh,2022,2W,44346,8474,621,50000,114.7,0.72
Karnataka,2024,3W,82899,20655,765,0,113.57,1.23
Maharashtra,2016,4W,86131,11647,152,75000,105.38,1.33
Odisha,2024,4W,43510,12738,323,0,113.11,0.59
Telangana,2017,3W,76766,19372,566,25000,100.52,1.3
Assam,2018,2W,130735,9441,895,75000,104.86,0.65
Odisha,2018,2W,12046,1324,477,100000,93.74,1.01
Delhi,2017,3W,46522,8058,300,25000,113.02,0.89
Gujarat,2019,2W,120231,23359,319,100000,104.2,0.89
Gujarat,2018,2W,50632,5550,454,100000,102.56,1.4
Gujarat,2020,2W,78469,10771,805,100000,94.77,1.25
Telangana,2023,3W,45585,3082,485,25000,92.33,1.29
Chhattisgarh,2019,3W,42618,0,78,100000,90.05,1.32
Kerala,2016,2W,6572,759,822,50000,101.51,0.68
Tamil Nadu,2016,4W,23280,1015,179,100000,114.8,0.83
Telangana,2023,4W,96247,9673,53,0,103.72,1.1
Madhya Pradesh,2021,2W,17368,1820,526,0,110.47,0.69
Madhya Pradesh,2021,4W,54373,5202,636,0,108.88,1.15
Punjab,2019,3W,123615,14680,313,75000,102.68,0.8
Gujarat,2018,4W,91371,10964,266,100000,109.13,1.13
Gujarat,2016,3W,117302,6409,287,50000,96.29,1.44
Delhi,2021,3W,116095,16864,329,100000,112.22,1.0
Karnataka,2023,4W,65014,8708,737,25000,93.88,1.18
Maharashtra,2018,4W,53626,5629,98,0,102.35,1.28
Tamil Nadu,2016,3W,64575,4736,1074,0,92.97,1.46
Kerala,2021,2W,52081,2802,868,50000,114.6,1.47
Tamil Nadu,2021,2W,99839,13677,749,100000,94.17,1.08
Delhi,2020,3W,8072,752,825,75000,106.87,1.44
Assam,2022,3W,67145,0,378,50000,93.07,1.17
Gujarat,2024,2W,69123,13076,521,25000,93.6,1.14
Tamil Nadu,2024,4W,111407,11390,506,100000,99.98,1.28
Madhya Pradesh,2016,3W,28022,5437,273,25000,112.36,1.01
Haryana,2023,4W,41440,3837,648,0,109.71,1.25
Madhya Pradesh,2023,4W,58031,2198,204,100000,95.2,1.2
Delhi,2018,2W,103729,37681,177,25000,106.91,1.5
Bihar,2020,2W,109983,33211,532,75000,98.97,0.6
Maharashtra,2021,3W,56908,14687,140,100000,112.02,0.59
Punjab,2021,3W,24837,4624,674,50000,113.17,0.54
Kerala,2016,4W,139039,1636,459,50000,103.42,1.35
Uttar Pradesh,2016,3W,74136,16976,320,100000,90.16,1.36
Odisha,2016,4W,105542,2600,44,50000,91.93,1.31
Haryana,2018,4W,71792,0,525,100000,109.17,1.41
Assam,2022,2W,28023,4012,630,75000,114.75,0.79
Tamil Nadu,2016,3W,86125,10395,1049,50000,109.06,1.19
Odisha,2023,2W,91799,19903,1118,25000,101.98,1.5
Bihar,2020,3W,60512,7526,280,75000,103.32,0.6
Karnataka,2017,3W,100316,20660,545,50000,108.07,0.71
Gujarat,2023,3W,77439,0,204,0,91.96,1.44
Madhya Pradesh,2022,4W,122033,36418,657,100000,96.01,1.26
Tamil Nadu,2020,4W,72195,19747,627,100000,111.17,0.94
Karnataka,2018,3W,81948,21487,694,25000,90.61,1.09
Maharashtra,2024,3W,100790,4012,231,25000,98.72,1.26
Jharkhand,2022,4W,36467,6943,462,100000,114.87,0.82
Uttar Pradesh,2022,3W,166926,32415,58,50000,94.15,0.55
Kerala,2023,3W,115263,12827,439,25000,105.59,0.58
Punjab,2016,4W,85475,7304,347,50000,101.51,0.94
Uttar Pradesh,2019,4W,83038,26322,598,25000,97.07,0.93
Telangana,2018,2W,78310,19461,1291,50000,111.72,1.34
Chhattisgarh,2016,2W,136761,8384,351,50000,99.47,0.79
Tamil Nadu,2023,4W,73614,8339,1116,25000,98.19,1.0
Kerala,2017,4W,40539,7422,97,50000,100.2,1.35
Punjab,2019,3W,37940,0,206,100000,93.92,1.29
Delhi,2021,4W,87181,21148,159,50000,92.44,1.32
Punjab,2023,3W,7811,1392,887,100000,99.56,0.72
Maharashtra,2022,2W,118980,26459,311,75000,91.65,1.06
West Bengal,2016,2W,47318,2856,786,50000,105.45,1.29
Uttar Pradesh,2021,3W,80413,24980,745,0,100.81,1.43
Madhya Pradesh,2019,2W,170276,27460,92,25000,95.78,0.57
Punjab,2020,3W,88041,4557,805,25000,99.73,1.42
Madhya Pradesh,2017,3W,53363,8785,307,100000,103.82,1.01
Gujarat,2024,3W,103634,10932,408,25000,95.28,0.6
Karnataka,2020,2W,110812,13559,1091,25000,93.91,0.77
Odisha,2022,2W,97468,24765,508,100000,91.07,1.01
Tamil Nadu,2023,2W,78156,6729,908,0,93.46,0.67
Jharkhand,2020,2W,101511,16162,498,100000,98.9,0.93
Gujarat,2018,2W,56068,7689,278,50000,107.59,0.98
Tamil Nadu,2022,3W,104580,9814,542,100000,112.25,0.74
Uttar Pradesh,2017,3W,111972,23606,109,25000,114.45,0.78
Uttar Pradesh,2022,3W,94995,4646,407,100000,90.06,0.76
Rajasthan,2023,2W,100679,3828,846,75000,102.62,1.15
Madhya Pradesh,2018,3W,69398,22244,859,0,95.75,0.87
Rajasthan,2017,2W,83408,7651,973,100000,95.16,0.94
Uttar Pradesh,2024,2W,72594,13932,147,50000,111.2,1.27
Assam,2021,2W,57509,14127,417,25000,114.85,0.91
Gujarat,2016,3W,35862,10921,222,0,109.7,1.34
Karnataka,2017,4W,91675,17160,208,25000,106.68,1.34
Madhya Pradesh,2019,3W,130740,2183,206,100000,98.59,1.05
Madhya Pradesh,2023,4W,90161,1522,239,75000,113.29,1.35
Tamil Nadu,2016,2W,37667,6577,834,0,111.66,1.28
Maharashtra,2018,4W,85038,18561,640,100000,110.74,1.43
Punjab,2022,2W,1452,349,740,75000,98.01,0.97
Gujarat,2018,3W,87274,15941,367,75000,90.99,0.63
Telangana,2023,2W,85600,22014,1219,100000,113.57,1.19
Haryana,2021,4W,55286,5520,459,50000,106.34,1.07
Maharashtra,2023,4W,115331,112,102,100000,106.84,1.13
Gujarat,2019,2W,80993,0,276,50000,115.0,1.02
Haryana,2019,2W,90064,5409,555,25000,104.33,1.1
Tamil Nadu,2022,4W,104266,14967,351,75000,113.99,1.2
Bihar,2024,2W,102732,0,285,50000,95.88,1.18
Punjab,2022,3W,87971,16824,641,75000,114.48,1.26
Kerala,2019,3W,96807,20597,312,0,98.05,1.5
Delhi,2020,3W,35970,2253,718,25000,92.73,1.45
Delhi,2017,4W,43974,2020,186,75000,91.15,0.75
Jharkhand,2022,3W,24620,869,800,75000,100.97,0.79
Punjab,2016,3W,58497,11761,49,25000,97.56,1.13
Jharkhand,2022,2W,68135,7438,331,25000,101.94,1.43
Maharashtra,2018,4W,78055,6980,637,0,91.94,1.13
Punjab,2023,4W,81269,6076,240,0,92.59,0.68
